id_lokasi;kode_node;nama_lokasi;latitude;longitude;volume;jenis
211;tps_211;jalan lasiming;-4.01371;119.627714;69;TPS
212;tps_212;jalan lasiming 18;-4.013826;119.62841;87;TPS
213;tps_213;jalan panorama indah;-4.013815;119.628817;51;TPS
214;tps_214;jalan panorama indah;-4.014062;119.629084;72;TPS
215;tps_215;jalan panorama indah;-4.014139;119.629265;62;TPS
216;tps_216;jalan panorama indah;-4.01425;119.62954;63;TPS
217;tps_217;jalan panorama indah;-4.014376;119.629828;96;TPS
218;tps_218;jalan panorama indah;-4.014522;119.630069;95;TPS
219;tps_219;jalan panorama indah;-4.014789;119.630374;76;TPS
220;tps_220;jalan lasiming;-4.013634;119.628901;69;TPS
221;tps_221;jalan lasimimg;-4.013471;119.629101;67;TPS
222;tps_222;jalan lasiming;-4.013301;119.629383;69;TPS
223;tps_223;jalan lasiming;-4.0131;119.629692;44;TPS
224;tps_224;jalan lasiming;-4.012773;119.629846;32;TPS
225;tps_225;jalan lasiming;-4.012652;119.630138;48;TPS
226;tps_226;jalan lasiming;-4.012932;119.630786;74;TPS
227;tps_227;jalan lasiming lorong 1;-4.011163;119.631689;60;TPS
228;tps_228;jalan lasiming lorong1;-4.011481;119.632126;85;TPS
229;tps_229;jalan lasiming;-4.011027;119.633348;61;TPS
230;tps_230;jalan lasiming;-4.011094;119.633047;71;TPS
231;tps_231;jalan lasiming;-4.011143;119.63289;70;TPS
232;tps_232;jalan lasiming;-4.011261;119.632681;87;TPS
233;tps_233;jalan lasiming;-4.011381;119.632514;78;TPS
234;tps_234;jalan lasiming;-4.011675;119.631951;71;TPS
235;tps_235;jalan lasiming;-4.011992;119.631717;78;TPS
236;tps_236;jalan lasiming;-4.012351;119.63152;79;TPS
237;tps_237;jalan lasiming;-4.012908;119.631225;32;TPS
238;tps_238;jalan atletik;-4.013308;119.63104;50;TPS
239;tps_239;jalan atletik;-4.013758;119.630891;93;TPS
240;tps_240;jalan atletik;-4.014205;119.630738;40;TPS
241;tps_241;jalan atletik;-4.014922;119.630402;46;TPS
242;tps_242;jalan atletik;-4.015153;119.630325;70;TPS
243;tps_243;jalan atletik;-4.015581;119.630226;95;TPS
244;tps_244;jalan atletik;-4.015831;119.630146;82;TPS
245;tps_245;jalan atletik;-4.016194;119.630033;47;TPS
246;tps_246;jalan atletik;-4.016539;119.629912;68;TPS
247;tps_247;jalan atletik;-4.016876;119.629806;79;TPS
248;tps_248;jalan atletik;-4.017605;119.629656;42;TPS
249;tps_249;jalan atletik;-4.019343;119.628795;77;TPS
250;tps_250;jalan atletik;-4.019675;119.629192;87;TPS
251;tps_251;jalan atletik;-4.020064;119.629524;57;TPS
252;tps_252;jalan atletik timur 25-39;-4.015541;119.630342;42;TPS
253;tps_253;jalan atletik timur 36;-4.01564;119.630621;53;TPS
254;tps_254;jalan atletik timur 33;-4.015708;119.63089;59;TPS
255;tps_255;jalan atletik timur;-4.016155;119.631824;34;TPS
256;tps_256;jalan atletik timur 49;-4.016626;119.632248;91;TPS
257;tps_257;jalan harapan 2;-4.017435;119.629827;70;TPS
258;tps_258;jalan harapan 2;-4.017461;119.630058;44;TPS
259;tps_259;jalan harapan 2 ;-4.017509;119.630424;97;TPS
260;tps_260;jalan harapan 2;-4.017473;119.630861;51;TPS
261;tps_261;jalan harapan 46;-4.017466;119.631355;100;TPS
262;tps_262;jalan harapan 46;-4.017546;119.63168;97;TPS
263;tps_263;jalan harapan;-4.017617;119.631898;90;TPS
264;tps_264;jalan harapan;-4.017733;119.632071;65;TPS
265;tps_265;jalan harapan;-4.017922;119.632199;96;TPS
266;tps_266;jalan harapan;-4.018395;119.632478;48;TPS
267;tps_267;jalan kesuma timur;-4.020215;119.629719;84;TPS
268;tps_268;jalan kesuma timur;-4.019826;119.630151;30;TPS
269;tps_269;jalan kesuma timur;-4.019412;119.630638;94;TPS
270;tps_270;jalan kesuma timur;-4.019297;119.630956;66;TPS
271;tps_271;jalan kesuma timur;-4.019265;119.6313;65;TPS
272;tps_272;jalan kesuma timur;-4.019279;119.631653;91;TPS
273;tps_273;jalan jenderal sudirman;-4.020738;119.631833;41;TPS
274;tps_274;jalan reformasi;-4.021803;119.625366;48;TPS
275;tps_275;jalan reformasi;-4.021795;119.625825;92;TPS
276;tps_276;jalan reformasi;-4.021787;119.626072;73;TPS
277;tps_277;jalan reformasi;-4.021789;119.62652;42;TPS
278;tps_278;jalan reformasi;-4.02188;119.628151;33;TPS
279;tps_279;jalan reformasi;-4.021915;119.62873;32;TPS
280;tps_280;jalan reformasi;-4.021983;119.629764;30;TPS
281;tps_281;jalan reformasi;-4.021581;119.630923;31;TPS
282;tps_282;jalan reformasi;-4.02105;119.631476;69;TPS
283;tps_283;jalan reformasi;-4.020916;119.631688;99;TPS
284;tps_284;jalan reformasi;-4.021062;119.631727;37;TPS
285;tps_285;jalan jenderal sudirman;-4.022525;119.632971;44;TPS
286;tps_286;jalan jenderal sudirman;-4.022902;119.633141;99;TPS
287;tps_287;jalan bambu runcing;-4.021621;119.632196;41;TPS
288;tps_288;jalan bambu runcing;-4.021415;119.633564;75;TPS
289;tps_289;jalan bambu runcing;-4.021239;119.634215;85;TPS
290;tps_290;jalan bambu runcing;-4.021085;119.634539;64;TPS
291;tps_291;jalan bambu runcing;-4.021021;119.634871;89;TPS
292;tps_292;jalan bambu runcing;-4.021045;119.635191;61;TPS
293;tps_293;jalan bambu runcing;-4.021106;119.635508;68;TPS
294;tps_294;jalan bambu runcing;-4.02122;119.635836;37;TPS
295;tps_295;jalan bambu runcing;-4.021374;119.636135;54;TPS
296;tps_296;jalan bambu runcing;-4.021549;119.636409;81;TPS
297;tps_297;jalan bambu runcing;-4.021764;119.636734;58;TPS
298;tps_298;jalan bambu runcing;-4.021906;119.63701;98;TPS
299;tps_299;jalan bambu runcing;-4.021929;119.637328;98;TPS
300;tps_300;jalan bambu runcing;-4.021925;119.637931;69;TPS
301;tps_301;jalan bambu runcing;-4.022045;119.638667;82;TPS
302;tps_302;jalan bambu runcing;-4.024421;119.640403;70;TPS
303;tps_303;jalan kelapa gading;-4.025156;119.640478;81;TPS
304;tps_304;jalan mesjid jabal nur ;-4.024115;119.630332;44;TPS
305;tps_305;jalan h agussalim;-4.024896;119.626073;81;TPS
306;tps_306;jalan bau massepe;-4.027101;119.625311;44;TPS
307;tps_307;jalan pemuda;-4.027658;119.625998;61;TPS
308;tps_308;jalan pemuda;-4.026951;119.627339;31;TPS
309;tps_309;jalan pemuda;-4.026866;119.63016;31;TPS
310;tps_310;jalan pemuda;-4.026818;119.631056;80;TPS
311;tps_311;jalan pemuda;-4.025918;119.632584;60;TPS
312;tps_312;jalan jenderal sudirman;-4.027488;119.632771;85;TPS
313;tps_313;jalan balaikota;-4.028932;119.632902;79;TPS
314;tps_314;jalan kelapa gading;-4.028665;119.635071;72;TPS
315;tps_315;lrg p taebe;-4.028781;119.634708;43;TPS
316;tps_316;jalan kelapa gading;-4.029254;119.63722;36;TPS
317;tps_317;jalan kelapa gading;-4.027438;119.63958;38;TPS
318;tps_318;jalan kelapa gading;-4.026547;119.639832;36;TPS
